採集日期,基準地址,店家代碼,店家名稱,採集狀態,商品總數,評分,評價數,原始JSON檔案,店家網址
2026-08-25,台北市士林區中山北路七段81巷,c8b5acda242f13ac7b3094eb24a9c1b4,元榆牧場 台北天母店,SUCCESS,75,4.8,700,20260825232752_c8b5acda_元榆牧場_台北天母店.json,https://www.ubereats.com/tw/store/%E5%85%83%E6%A6%86%E7%89%A7%E5%A0%B4-%E5%8F%B0%E5%8C%97%E5%A4%A9%E6%AF%8D%E5%BA%97/7-As_nXuTfOUaqXWhQCBUQ
2026-08-25,台北市士林區中山北路七段81巷,ab1004476a5d41fbd584574709c51b49,SofyDOG 蘇菲狗寵物精品 天母店,SUCCESS,70,,,20260825232752_ab100447_SofyDOG_蘇菲狗寵物精品_天母店.json,https://www.ubereats.com/tw/store/sofydog-%E8%98%87%E8%8F%B2%E7%8B%97%E5%AF%B5%E7%89%A9%E7%B2%BE%E5%93%81-%E5%A4%A9%E6%AF%8D%E5%BA%97/hpHd9D1_VKWQNl-rZauW9Q
2026-08-25,台北市士林區中山北路七段81巷,ed7ed906e78cb343b167401ca185e6fa,心藝花禮,SUCCESS,19,4.8,12,20260825232752_ed7ed906_心藝花禮.json,https://www.ubereats.com/tw/store/%E5%BF%83%E8%97%9D%E8%8A%B1%E7%A6%AE/fFNHfmPdVQ-worObUHUqsg
2026-08-25,台北市士林區中山北路七段81巷,873719c41dac1dddbfdf1d4f06e56e16,全聯福利中心  天母忠誠,SUCCESS,60,4.8,45,20260825232752_873719c4_全聯福利中心__天母忠誠.json,https://www.ubereats.com/tw/store/%E5%85%A8%E8%81%AF%E7%A6%8F%E5%88%A9%E4%B8%AD%E5%BF%83-%E5%A4%A9%E6%AF%8D%E5%BF%A0%E8%AA%A0/qujna7XOVKGFKQeN28FEVA
2026-08-25,台北市士林區中山北路七段81巷,f058f1df87d5505a732823ff23edb32d,燦坤 3C 北投新旗艦店,SUCCESS,60,4.6,71,20260825232752_f058f1df_燦坤_3C_北投新旗艦店.json,https://www.ubereats.com/tw/store/%E7%87%A6%E5%9D%A4-3c-%E5%8C%97%E6%8A%95%E6%96%B0%E6%97%97%E8%89%A6%E5%BA%97/GoiPBHhFUhOLjgHxh98s3w
2026-08-25,台北市士林區中山北路七段81巷,cdda0b75f187ec82221ee26ee2381319,棉花田生機園地 天母門市,SUCCESS,51,4.8,49,20260825232752_cdda0b75_棉花田生機園地_天母門市.json,https://www.ubereats.com/tw/store/%E6%A3%89%E8%8A%B1%E7%94%B0%E7%94%9F%E6%A9%9F%E5%9C%92%E5%9C%B0-%E5%A4%A9%E6%AF%8D%E9%96%80%E5%B8%82/-0AiqJ0VW5eCGjbADLTSDA
2026-08-25,台北市士林區中山北路七段81巷,809e77bea91f7c1addae4f701239ebf7,馬修嚴選 天母門市,SUCCESS,46,5,1000,20260825232752_809e77be_馬修嚴選_天母門市.json,https://www.ubereats.com/tw/store/%E9%A6%AC%E4%BF%AE%E5%9A%B4%E9%81%B8-%E5%A4%A9%E6%AF%8D%E9%96%80%E5%B8%82/E1qsMwJoTh-dxgikxci1PA
2026-08-25,台北市士林區中山北路七段81巷,809b4df05e2bc8376581f594fc5c5f9f,陽明山水果專賣店,SUCCESS,104,4.7,800,20260825232752_809b4df0_陽明山水果專賣店.json,https://www.ubereats.com/tw/store/%E9%99%BD%E6%98%8E%E5%B1%B1%E6%B0%B4%E6%9E%9C%E5%B0%88%E8%B3%A3%E5%BA%97/R-h9sfsRWa6-anzWV-q1-w
2026-08-25,台北市士林區中山北路七段81巷,3c9bc0eaa0d27d2c09a737a9f0a8a97b,聖德科斯 天母門市,SUCCESS,61,4.9,200,20260825232752_3c9bc0ea_聖德科斯_天母門市.json,https://www.ubereats.com/tw/store/%E8%81%96%E5%BE%B7%E7%A7%91%E6%96%AF-%E5%A4%A9%E6%AF%8D%E9%96%80%E5%B8%82/3q3PFX-iVny_lTjWrJiUSQ
2026-08-25,台北市士林區中山北路七段81巷,c3386e6ea7eb62bbde78e4b07e00ec49,東森寵物 北投中和店 S3200,SUCCESS,57,5,36,20260825232752_c3386e6e_東森寵物_北投中和店_S3200.json,https://www.ubereats.com/tw/store/%E6%9D%B1%E6%A3%AE%E5%AF%B5%E7%89%A9-%E5%8C%97%E6%8A%95%E4%B8%AD%E5%92%8C%E5%BA%97-s3200/o2WIoJ5LVOW2PHxM4Xyc2A
2026-08-25,台北市士林區中山北路七段81巷,2ff19a6f913c3df179ecf8c4dbe7cafd,Green&Safe 真食物專賣店 士東店,SUCCESS,47,4.9,1000,20260825232752_2ff19a6f_Green&Safe_真食物專賣店_士東店.json,https://www.ubereats.com/tw/store/green%26safe-%E7%9C%9F%E9%A3%9F%E7%89%A9%E5%B0%88%E8%B3%A3%E5%BA%97-%E5%A3%AB%E6%9D%B1%E5%BA%97/lzyQF0sTSqGbA6NaTDuc0w
2026-08-25,台北市士林區中山北路七段81巷,ebc8a6ad0d8e187e1a9ca62aab5ef190,Mia C'bon 台北大葉店,SUCCESS,60,4.9,400,20260825232752_ebc8a6ad_Mia_C'bon_台北大葉店.json,https://www.ubereats.com/tw/store/mia-cbon-%E5%8F%B0%E5%8C%97%E5%A4%A7%E8%91%89%E5%BA%97/Q4FlA6e7UX6mtx7MK7QIqA
2026-08-25,台北市士林區中山北路七段81巷,7d2a644a26602447a9d7a1b69fbd8998,Costco 好市多 北投店,SUCCESS,75,4.9,4000,20260825232752_7d2a644a_Costco_好市多_北投店.json,https://www.ubereats.com/tw/store/costco-%E5%A5%BD%E5%B8%82%E5%A4%9A-%E5%8C%97%E6%8A%95%E5%BA%97/pOIgHV_HWhCkGt_liXWnpw
2026-08-25,台北市士林區中山北路七段81巷,c380fec0f2318fc2fd81a21d54864ef1,心樸市集 天母店,SUCCESS,54,4.8,70,20260825232752_c380fec0_心樸市集_天母店.json,https://www.ubereats.com/tw/store/%E5%BF%83%E6%A8%B8%E5%B8%82%E9%9B%86-%E5%A4%A9%E6%AF%8D%E5%BA%97/wvzxI_i1VjOJm0vy0cCTJA
2026-08-25,台北市士林區中山北路七段81巷,c063462ace7c4a81f0ffcf56b9d4f1a5,Aposo 艾波索法式甜點 士林店,SUCCESS,52,4.7,180,20260825232752_c063462a_Aposo_艾波索法式甜點_士林店.json,https://www.ubereats.com/tw/store/aposo-%E8%89%BE%E6%B3%A2%E7%B4%A2%E6%B3%95%E5%BC%8F%E7%94%9C%E9%BB%9E-%E5%A3%AB%E6%9E%97%E5%BA%97/NfmBVJX1UVefFisTWOY3uw
2026-08-25,台北市士林區中山北路七段81巷,9ecdb9db2992219e60a0fc78da197500,亞尼克 北投石牌店,SUCCESS,59,4.9,1500,20260825232752_9ecdb9db_亞尼克_北投石牌店.json,https://www.ubereats.com/tw/store/%E4%BA%9E%E5%B0%BC%E5%85%8B-%E5%8C%97%E6%8A%95%E7%9F%B3%E7%89%8C%E5%BA%97/bP5Ph7F_Tquh7ZD5dn8uqA
2026-08-25,台北市士林區中山北路七段81巷,6feda691967595fa72a796d9364d043a,Semeur聖娜現烤麵包 石牌門市部,SUCCESS,55,4.9,900,20260825232752_6feda691_Semeur聖娜現烤麵包_石牌門市部.json,https://www.ubereats.com/tw/store/semeur%E8%81%96%E5%A8%9C%E7%8F%BE%E7%83%A4%E9%BA%B5%E5%8C%85-%E7%9F%B3%E7%89%8C%E9%96%80%E5%B8%82%E9%83%A8/Y_5WlifRSCqr7O60n_nzOA
2026-08-25,台北市士林區中山北路七段81巷,43d1a989851262f1ae2f919203946745,婷愛手創,SUCCESS,45,4.9,22,20260825232752_43d1a989_婷愛手創.json,https://www.ubereats.com/tw/store/%E5%A9%B7%E6%84%9B%E6%89%8B%E5%89%B5/1lgkw822XfK_UQPp8xeZvw
2026-08-25,台北市士林區中山北路七段81巷,261e16f69cd8507203e275ac40d1756f,萬家福 天母店,SUCCESS,72,4.8,10000,20260825232752_261e16f6_萬家福_天母店.json,https://www.ubereats.com/tw/store/%E8%90%AC%E5%AE%B6%E7%A6%8F-%E5%A4%A9%E6%AF%8D%E5%BA%97/dzzaHEkXQWqFJ5GgeOHG7w
2026-08-25,台北市士林區中山北路七段81巷,90f2325c75eb022e1e2b30b08eaa4088,樂家康超市 中山北路店,SUCCESS,75,4.8,2000,20260825232752_90f2325c_樂家康超市_中山北路店.json,https://www.ubereats.com/tw/store/%E6%A8%82%E5%AE%B6%E5%BA%B7%E8%B6%85%E5%B8%82-%E4%B8%AD%E5%B1%B1%E5%8C%97%E8%B7%AF%E5%BA%97/2TSGDDtESBugqE_JGZuvAA
2026-08-25,台北市士林區中山北路七段81巷,dd5e180e1a0209901cb655ac56d0c63f,特力屋 蘆洲集賢店,SUCCESS,69,5,14,20260825232752_dd5e180e_特力屋_蘆洲集賢店.json,https://www.ubereats.com/tw/store/%E7%89%B9%E5%8A%9B%E5%B1%8B-%E8%98%86%E6%B4%B2%E9%9B%86%E8%B3%A2%E5%BA%97/T5rUa0m2UViTLuVj5zX9ow
2026-08-25,台北市士林區中山北路七段81巷,b3497bb2d0625506d4a3507df6185f50,士東傳統市場,SUCCESS,60,4.9,9000,20260825232752_b3497bb2_士東傳統市場.json,https://www.ubereats.com/tw/store/%E5%A3%AB%E6%9D%B1%E5%82%B3%E7%B5%B1%E5%B8%82%E5%A0%B4/aw2AdiptREiCNlwcLizZdA
2026-08-25,台北市士林區中山北路七段81巷,1c8d0b98af878583df9a2b30e4c792c6,蛋白盒子健康餐盒 The Protein Box 天母德行東店,SUCCESS,37,5,4,20260825232752_1c8d0b98_蛋白盒子健康餐盒_The_Protein_Box_天母德行東店.json,https://www.ubereats.com/tw/store/%E8%9B%8B%E7%99%BD%E7%9B%92%E5%AD%90%E5%81%A5%E5%BA%B7%E9%A4%90%E7%9B%92-the-protein-box-%E5%A4%A9%E6%AF%8D%E5%BE%B7%E8%A1%8C%E6%9D%B1%E5%BA%97/crnHp1jlVvmRhsTs_as_Mw
2026-08-25,台北市士林區中山北路七段81巷,ec74846560aee8e7898e1bcc59590aa1,一沐日 士林文林店,SUCCESS,79,4.7,7,20260825232752_ec748465_一沐日_士林文林店.json,https://www.ubereats.com/tw/store/%E4%B8%80%E6%B2%90%E6%97%A5-%E5%A3%AB%E6%9E%97%E6%96%87%E6%9E%97%E5%BA%97/edSYfnoBVTO2MtgVqqJQAA
2026-08-25,台北市士林區中山北路七段81巷,a454d541337da1b128185c2f0a0c3d4f,阿德泰式叉燒麵 泰國奶茶,SUCCESS,28,5,23,20260825232752_a454d541_阿德泰式叉燒麵_泰國奶茶.json,https://www.ubereats.com/tw/store/%E9%98%BF%E5%BE%B7%E6%B3%B0%E5%BC%8F%E5%8F%89%E7%87%92%E9%BA%B5-%E6%B3%B0%E5%9C%8B%E5%A5%B6%E8%8C%B6/KGtE4WD2UPmT_qR7TEVJyQ
2026-08-25,台北市士林區中山北路七段81巷,b5c874bfe12891d3643b0ff892a33ccc,玉津咖啡 五華店,SUCCESS,45,5,5,20260825232752_b5c874bf_玉津咖啡_五華店.json,https://www.ubereats.com/tw/store/%E7%8E%89%E6%B4%A5%E5%92%96%E5%95%A1-%E4%BA%94%E8%8F%AF%E5%BA%97/EpXP5u13WKafNN1SVHmHWg
2026-08-25,台北市士林區中山北路七段81巷,4f6fe5fb673efa2d077109ae2e59e6d3,原康普茶,SUCCESS,6,,,20260825232752_4f6fe5fb_原康普茶.json,https://www.ubereats.com/tw/store/%E5%8E%9F%E5%BA%B7%E6%99%AE%E8%8C%B6/dVMFu_XZWhy5fpI3mE5TQA
2026-08-25,台北市士林區中山北路七段81巷,b1a8d8d4fde69dd98ce2baf80f247bd7,123甘草芭樂,SUCCESS,63,4.9,400,20260825232752_b1a8d8d4_123甘草芭樂.json,https://www.ubereats.com/tw/store/123%E7%94%98%E8%8D%89%E8%8A%AD%E6%A8%82/ghXU9Ch4Xa-M8vJvv0dNeA
2026-08-25,台北市士林區中山北路七段81巷,5f34460f1cfa3b0a1ca1cfae9743820a,珍香鹹酥雞,SUCCESS,42,4.9,2000,20260825232752_5f34460f_珍香鹹酥雞.json,https://www.ubereats.com/tw/store/%E7%8F%8D%E9%A6%99%E9%B9%B9%E9%85%A5%E9%9B%9E/yPi-DxwXSmSAxUUhdWqOUw
2026-08-25,台北市士林區中山北路七段81巷,68048372d42b73e135e492d6b9f02251,玩具反斗城 台北新生店,SUCCESS,60,5,14,20260825232752_68048372_玩具反斗城_台北新生店.json,https://www.ubereats.com/tw/store/%E7%8E%A9%E5%85%B7%E5%8F%8D%E6%96%97%E5%9F%8E-%E5%8F%B0%E5%8C%97%E6%96%B0%E7%94%9F%E5%BA%97/-eZFD37oWIaUNGvE2-DXeQ
2026-08-25,台北市士林區中山北路七段81巷,372f8f34366a156c020c8c7e03911145,基隆古早味 大腸圈 米粉湯 社子店,SUCCESS,28,4.8,1000,20260825232752_372f8f34_基隆古早味_大腸圈_米粉湯_社子店.json,https://www.ubereats.com/tw/store/%E5%9F%BA%E9%9A%86%E5%8F%A4%E6%97%A9%E5%91%B3-%E5%A4%A7%E8%85%B8%E5%9C%88-%E7%B1%B3%E7%B2%89%E6%B9%AF-%E7%A4%BE%E5%AD%90%E5%BA%97/WpslnYgVXtOZIgsOI_7aNQ
2026-08-25,台北市士林區中山北路七段81巷,8fa939f43e4235581f6b57274a95756e,愛瘋牛排 現煎餐盒,SUCCESS,26,5,15,20260825232752_8fa939f4_愛瘋牛排_現煎餐盒.json,https://www.ubereats.com/tw/store/%E6%84%9B%E7%98%8B%E7%89%9B%E6%8E%92-%E7%8F%BE%E7%85%8E%E9%A4%90%E7%9B%92/W740_osBVDuo6R2PDVI4-w
2026-08-25,台北市士林區中山北路七段81巷,95f47571763cc3f4ba5926d36753ebe4,好食居 職人功夫菜,SUCCESS,78,,,20260825232752_95f47571_好食居_職人功夫菜.json,https://www.ubereats.com/tw/store/%E5%A5%BD%E9%A3%9F%E5%B1%85-%E8%81%B7%E4%BA%BA%E5%8A%9F%E5%A4%AB%E8%8F%9C/AL71H0h-UJSJmDYHjTrR_Q
2026-08-25,台北市士林區中山北路七段81巷,f37b9610def4796e50cb408bb1a4913b,何佳佳蔥油餅 士林店,SUCCESS,30,4.7,130,20260825232752_f37b9610_何佳佳蔥油餅_士林店.json,https://www.ubereats.com/tw/store/%E4%BD%95%E4%BD%B3%E4%BD%B3%E8%94%A5%E6%B2%B9%E9%A4%85-%E5%A3%AB%E6%9E%97%E5%BA%97/6odzyXlsUTa3XWi7Lfx5hQ
2026-08-25,台北市士林區中山北路七段81巷,ffbc71c427c6a38850199e0a8f225717,鼎豐禾擂舖,SUCCESS,45,5,2,20260825232752_ffbc71c4_鼎豐禾擂舖.json,https://www.ubereats.com/tw/store/%E9%BC%8E%E8%B1%90%E7%A6%BE%E6%93%82%E8%88%96/41C8NDX9Xo6V4J6EIHp07Q
2026-08-25,台北市士林區中山北路七段81巷,57fa7947bfb5219f3f523d88e05822dc,第一家鹹酥雞 文林店,SUCCESS,31,,,20260825232752_57fa7947_第一家鹹酥雞_文林店.json,https://www.ubereats.com/tw/store/%E7%AC%AC%E4%B8%80%E5%AE%B6%E9%B9%B9%E9%85%A5%E9%9B%9E-%E6%96%87%E6%9E%97%E5%BA%97/ZtdYdKV7Wz2lKRdag4GhAA
2026-08-25,台北市士林區中山北路七段81巷,63e0fcef0da0d9eb0814c1b6ad3f869c,好客多早餐,SUCCESS,96,4.7,48,20260825232752_63e0fcef_好客多早餐.json,https://www.ubereats.com/tw/store/%E5%A5%BD%E5%AE%A2%E5%A4%9A%E6%97%A9%E9%A4%90/CPlR_zpJWPKQY8wqGsW94Q
2026-08-25,台北市士林區中山北路七段81巷,bdaae953d8b1a579edeb484186e6db45,滿福天脆皮炸雞,SUCCESS,14,,,20260825232752_bdaae953_滿福天脆皮炸雞.json,https://www.ubereats.com/tw/store/%E6%BB%BF%E7%A6%8F%E5%A4%A9%E8%84%86%E7%9A%AE%E7%82%B8%E9%9B%9E/gseSYoRlU7qR4A90xqYKgQ
2026-08-25,台北市士林區中山北路七段81巷,46473a755a1f95fb5a925629aa6979f1,拾珍茶所,SUCCESS,34,4.5,2,20260825232752_46473a75_拾珍茶所.json,https://www.ubereats.com/tw/store/%E6%8B%BE%E7%8F%8D%E8%8C%B6%E6%89%80/bGWY6sEBUCiDsmuQ-ReeiA
2026-08-25,台北市士林區中山北路七段81巷,297a675858cee2eccbd25a34977a4b8d,摩德年代 咖啡館,SUCCESS,31,4.7,10,20260825232752_297a6758_摩德年代_咖啡館.json,https://www.ubereats.com/tw/store/%E6%91%A9%E5%BE%B7%E5%B9%B4%E4%BB%A3-%E5%92%96%E5%95%A1%E9%A4%A8/cS8fYzWnVbexFekgfUJKBw
2026-08-25,台北市士林區中山北路七段81巷,497a9314558ae6ec3b06923e00fe933e,金屋平價海鮮熱炒,SUCCESS,45,,,20260825232752_497a9314_金屋平價海鮮熱炒.json,https://www.ubereats.com/tw/store/%E9%87%91%E5%B1%8B%E5%B9%B3%E5%83%B9%E6%B5%B7%E9%AE%AE%E7%86%B1%E7%82%92/LMlY9iyKV1yj3nhKwLzBQQ
2026-08-25,台北市士林區中山北路七段81巷,2b27998dc9bead4e832b491dee131d25,明記大塊雞排 關渡店,SUCCESS,42,4.7,1500,20260825232752_2b27998d_明記大塊雞排_關渡店.json,https://www.ubereats.com/tw/store/%E6%98%8E%E8%A8%98%E5%A4%A7%E5%A1%8A%E9%9B%9E%E6%8E%92-%E9%97%9C%E6%B8%A1%E5%BA%97/WmO8lEVMTnC_EkdlfwcD9A
2026-08-25,台北市士林區中山北路七段81巷,94b94242a7bcacb2df685819dbc6a81e,良木咖啡,SUCCESS,20,5,8,20260825232752_94b94242_良木咖啡.json,https://www.ubereats.com/tw/store/%E8%89%AF%E6%9C%A8%E5%92%96%E5%95%A1/Bmw07txwXu6O74cDZv6pig
2026-08-25,台北市士林區中山北路七段81巷,b6f9e0b0562a5036985406726ced0344,哈哈羅55泰式船麵 士林店,SUCCESS,36,4.8,38,20260825232752_b6f9e0b0_哈哈羅55泰式船麵_士林店.json,https://www.ubereats.com/tw/store/%E5%93%88%E5%93%88%E7%BE%8555%E6%B3%B0%E5%BC%8F%E8%88%B9%E9%BA%B5-%E5%A3%AB%E6%9E%97%E5%BA%97/lm-QLJciV-qQvuWLbajEEA
2026-08-25,台北市士林區中山北路七段81巷,990b410bf5ef4dc5c44084937fe0afa8,Noodle Booze,SUCCESS,9,,,20260825232752_990b410b_Noodle_Booze.json,https://www.ubereats.com/tw/store/noodle-booze/3k51keLqU8e1VjqaT8SE1Q
2026-08-25,台北市士林區中山北路七段81巷,9c81cf0b91956bc593154438a595643b,源圓滷味 劍潭總店,SUCCESS,101,4.9,1000,20260825232752_9c81cf0b_源圓滷味_劍潭總店.json,https://www.ubereats.com/tw/store/%E6%BA%90%E5%9C%93%E6%BB%B7%E5%91%B3-%E5%8A%8D%E6%BD%AD%E7%B8%BD%E5%BA%97/THSZSDiIRLmDMmIU4TL7eg
2026-08-25,台北市士林區中山北路七段81巷,0c3d1f4ea166ddbdca5f30ba391f530e,吉飽早餐 天母德行店,SUCCESS,149,,,20260825232752_0c3d1f4e_吉飽早餐_天母德行店.json,https://www.ubereats.com/tw/store/%E5%90%89%E9%A3%BD%E6%97%A9%E9%A4%90-%E5%A4%A9%E6%AF%8D%E5%BE%B7%E8%A1%8C%E5%BA%97/k7c-Pt-GUhuobEwYVFE1_g
2026-08-25,台北市士林區中山北路七段81巷,2b2d3bcd42c2464a4ec3e8abc9c5e85f,HUYA COFFEE,SUCCESS,23,5,5,20260825232752_2b2d3bcd_HUYA_COFFEE.json,https://www.ubereats.com/tw/store/huya-coffee/d7U7mz-BV1Ky5xkaklCn8g
2026-08-25,台北市士林區中山北路七段81巷,4b67eabf1006cc2530dedc5addffe4a2,十九甲雞排 三重溪尾店,SUCCESS,42,,,20260825232752_4b67eabf_十九甲雞排_三重溪尾店.json,https://www.ubereats.com/tw/store/%E5%8D%81%E4%B9%9D%E7%94%B2%E9%9B%9E%E6%8E%92-%E4%B8%89%E9%87%8D%E6%BA%AA%E5%B0%BE%E5%BA%97/b5f4xWO3VgSbHci355N5Lg
2026-08-25,台北市士林區中山北路七段81巷,48d9628793b23525825228d3046f92d9,台灣香雞排,SUCCESS,43,4.9,190,20260825232752_48d96287_台灣香雞排.json,https://www.ubereats.com/tw/store/%E5%8F%B0%E7%81%A3%E9%A6%99%E9%9B%9E%E6%8E%92/o-BEnNjRVjiAn9en2X334w
2026-08-25,台北市士林區中山北路七段81巷,cba253ab28ef9a620e30265af0afbf0f,得正 OOLONG TEA PROJECT 台北晴光計劃,SUCCESS,35,4.8,2000,20260825232752_cba253ab_得正_OOLONG_TEA_PROJECT_台北晴光計劃.json,https://www.ubereats.com/tw/store/%E5%BE%97%E6%AD%A3-oolong-tea-project-%E5%8F%B0%E5%8C%97%E6%99%B4%E5%85%89%E8%A8%88%E5%8A%83/-v258YARXxaVpxByu2uCWA
2026-08-25,台北市士林區中山北路七段81巷,eed6d19a31c0595a4cae70a0dfd0aa2d,狂野韓式炸雞,SUCCESS,24,4.8,3000,20260825232752_eed6d19a_狂野韓式炸雞.json,https://www.ubereats.com/tw/store/%E7%8B%82%E9%87%8E%E9%9F%93%E5%BC%8F%E7%82%B8%E9%9B%9E/gLC96dHITLmurO3qV6k0EA
2026-08-25,台北市士林區中山北路七段81巷,70de936d0909027df20c5dc0f404be1f,景福館正宗韓國料理,SUCCESS,50,5,17,20260825232752_70de936d_景福館正宗韓國料理.json,https://www.ubereats.com/tw/store/%E6%99%AF%E7%A6%8F%E9%A4%A8%E6%AD%A3%E5%AE%97%E9%9F%93%E5%9C%8B%E6%96%99%E7%90%86/r4kmUMoAUwGjyHNaJI4Jxg
2026-08-25,台北市士林區中山北路七段81巷,eec0ed5cfb8d8928933161370b84f969,喜果屋 商業午餐,SUCCESS,10,,,20260825232752_eec0ed5c_喜果屋_商業午餐.json,https://www.ubereats.com/tw/store/%E5%96%9C%E6%9E%9C%E5%B1%8B-%E5%95%86%E6%A5%AD%E5%8D%88%E9%A4%90/Xw92wKNDVfyPXpyNvFx3lA
2026-08-25,台北市士林區中山北路七段81巷,ef9736a4a77ace059de438afb88a4ad0,奉泉 FanTea,SUCCESS,40,,,20260825232752_ef9736a4_奉泉_FanTea.json,https://www.ubereats.com/tw/store/%E5%A5%89%E6%B3%89-fantea/xI492JxBW_aHJmCdilTHJQ
2026-08-25,台北市士林區中山北路七段81巷,afd8f2890d35af2729d0c7d0828f838f,彼得好咖啡 士林德東門市,SUCCESS,222,4.9,14,20260825232752_afd8f289_彼得好咖啡_士林德東門市.json,https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E5%A3%AB%E6%9E%97%E5%BE%B7%E6%9D%B1%E9%96%80%E5%B8%82/OX0xrKb1U2mpMXSY0AmhBg
2026-08-25,台北市士林區中山北路七段81巷,d149ed6639be47e5f5d5413063a044a7,水澐靝茶舖 x MUMU,SUCCESS,24,4.9,45,20260825232752_d149ed66_水澐靝茶舖_x_MUMU.json,https://www.ubereats.com/tw/store/%E6%B0%B4%E6%BE%90%E9%9D%9D%E8%8C%B6%E8%88%96-x-mumu/1rDcXithUuaQqJNGEJFxpw
2026-08-25,台北市士林區中山北路七段81巷,d12ab97111d121d47ebde7abb4065291,RUMAH 星國料理 Singapore Cuisine,SUCCESS,36,4.2,17,20260825232752_d12ab971_RUMAH_星國料理_Singapore_Cuisine.json,https://www.ubereats.com/tw/store/rumah-%E6%98%9F%E5%9C%8B%E6%96%99%E7%90%86-singapore-cuisine/JUOqbwCuUgGup67qRsSyaQ
2026-08-25,台北市士林區中山北路七段81巷,debc2496e3f34e0d7625b3b6115811c3,紅豆飯館,SUCCESS,23,5,5,20260825232752_debc2496_紅豆飯館.json,https://www.ubereats.com/tw/store/%E7%B4%85%E8%B1%86%E9%A3%AF%E9%A4%A8/7Bk1tSIcUvuELNAQqzRTlA
2026-08-25,台北市士林區中山北路七段81巷,4e9fd0e1de4f02a8aabd2b0de6f9cd6e,樂玩義,SUCCESS,6,,,20260825232752_4e9fd0e1_樂玩義.json,https://www.ubereats.com/tw/store/%E6%A8%82%E7%8E%A9%E7%BE%A9/YlyNny5bVNCEPCj0hChGVw
2026-08-25,台北市士林區中山北路七段81巷,024f81bca24f14c308d2d0070dc19703,享初 雞蛋糕,SUCCESS,15,4.6,25,20260825232752_024f81bc_享初_雞蛋糕.json,https://www.ubereats.com/tw/store/%E4%BA%AB%E5%88%9D-%E9%9B%9E%E8%9B%8B%E7%B3%95/rhtp_CQsUMeXJvRYXyplhQ
2026-08-25,台北市士林區中山北路七段81巷,b5719053dbffad1647f496dc62ff23e4,晴光商圈 晴光姑嫂麵,SUCCESS,19,4.9,100,20260825232752_b5719053_晴光商圈_晴光姑嫂麵.json,https://www.ubereats.com/tw/store/%E6%99%B4%E5%85%89%E5%95%86%E5%9C%88-%E6%99%B4%E5%85%89%E5%A7%91%E5%AB%82%E9%BA%B5/4a0bBec0WP6BczTU9fWC0w
2026-08-25,台北市士林區中山北路七段81巷,13e972032528e29fc6952f4ed68b6b37,味擂家みらい家 士林店,SUCCESS,5,5,2,20260825232752_13e97203_味擂家みらい家_士林店.json,https://www.ubereats.com/tw/store/%E5%91%B3%E6%93%82%E5%AE%B6%E3%81%BF%E3%82%89%E3%81%84%E5%AE%B6-%E5%A3%AB%E6%9E%97%E5%BA%97/X1ZLN3ftXKqMs5zmY3f1uQ
2026-08-25,台北市士林區中山北路七段81巷,bc6c6620417ccf96831eae24a6be5de9,金滴咖啡,SUCCESS,101,5,6,20260825232752_bc6c6620_金滴咖啡.json,https://www.ubereats.com/tw/store/%E9%87%91%E6%BB%B4%E5%92%96%E5%95%A1/1UjONLDKXXWjA85NGl9o2Q
2026-08-25,台北市士林區中山北路七段81巷,b58e156e8b7491f3f121993d7dc057a3,啡創工廠,SUCCESS,63,4.7,6,20260825232752_b58e156e_啡創工廠.json,https://www.ubereats.com/tw/store/%E5%95%A1%E5%89%B5%E5%B7%A5%E5%BB%A0/busIQkHhSd2KJcgx4iJLUA
2026-08-25,台北市士林區中山北路七段81巷,551800b56a9ae4d3ec39efdf85b8c5cc,必勝客Pasta Hut義大利麵 (德行外送店),SUCCESS,172,4.7,55,20260825232752_551800b5_必勝客Pasta_Hut義大利麵_(德行外送店).json,https://www.ubereats.com/tw/store/%E5%BF%85%E5%8B%9D%E5%AE%A2pasta-hut%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5-%E5%BE%B7%E8%A1%8C%E5%A4%96%E9%80%81%E5%BA%97/m76upCLCWKGIHKjzN71Kng
2026-08-25,台北市士林區中山北路七段81巷,ec439a005c2eaac854ea96807838f29c,父子廚房 韓式中華料理,SUCCESS,67,5,14,20260825232752_ec439a00_父子廚房_韓式中華料理.json,https://www.ubereats.com/tw/store/%E7%88%B6%E5%AD%90%E5%BB%9A%E6%88%BF-%E9%9F%93%E5%BC%8F%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86/--HrjeuaX1iFgMkejeuBng
2026-08-25,台北市士林區中山北路七段81巷,9c2cb8911ec0e9b298d59cfaef869692,士林夜市 印度拉茶,SUCCESS,16,4.6,73,20260825232752_9c2cb891_士林夜市_印度拉茶.json,https://www.ubereats.com/tw/store/%E5%A3%AB%E6%9E%97%E5%A4%9C%E5%B8%82-%E5%8D%B0%E5%BA%A6%E6%8B%89%E8%8C%B6/cEAojajGReybnHgneIWPcA
